ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,문제번호,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,비용($),예측답,정답여부,모델응답,프롬프트
69,위험물기능사,2009,2,위험물의 화학적 성질 및 취급,22,위험물 안전관리법상 제6류 위험물에 해당하지 않는 것은?,text_only,O,HNO$_3$,H$_2$SO$_4$,H$_2$O$_2$,HClO$_4$,2,69,GPT-4o,300,45,0,65.22,35.5,0.47,86,1,87,중간,0.000225,2,True,2,"문제: 위험물 안전관리법상 제6류 위험물에 해당하지 않는 것은?

선택지:
1. HNO$_3$
2. H$_2$SO$_4$
3. H$_2$O$_2$
4. HClO$_4$

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
70,위험물기능사,2013,2,화재 예방과 소화방법,17,위험물제조소등의 화재예방 등 위험물 안전관리에 관한 직무를 수행하는 위험물안전관리자의 선임시기는?,text_only,O,위험물제조소등의 완공검사를 받은 후 즉시,위험물제조소등의 허가 신청 전,위험물제조소등의 설치를 마치고 완공검사를 신청하기 전,위험물제조소등에서 위험물을 저장 또는 취급하기전,4,70,GPT-4o,300,46,0,65.71,36.02,0.52,140,1,141,중간,0.00036,4,True,4,"문제: 위험물제조소등의 화재예방 등 위험물 안전관리에 관한 직무를 수행하는 위험물안전관리자의 선임시기는?

선택지:
1. 위험물제조소등의 완공검사를 받은 후 즉시
2. 위험물제조소등의 허가 신청 전
3. 위험물제조소등의 설치를 마치고 완공검사를 신청하기 전
4. 위험물제조소등에서 위험물을 저장 또는 취급하기전

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
71,위험물기능사,2005,1,화재 예방과 소화방법,15,화재 발생시 주수소화가 가장 적당한 물질은?,text_only,,마그네슘,철분,칼륨,적린,4,71,GPT-4o,300,46,0,64.79,36.74,0.73,76,1,77,중간,0.0002,2,False,2,"문제: 화재 발생시 주수소화가 가장 적당한 물질은?

선택지:
1. 마그네슘
2. 철분
3. 칼륨
4. 적린

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
72,위험물기능사,2015,2,화재 예방과 소화방법,10,식용유 화재 시 제1종 분말소화약제를 이용하여 화재의 제어가 가능하다. 이때의 소화원리에 가장 가까운 것은?,text_only,,촉매효과에 의한 질식소화,비누화 반응에 의한 질식소화,요오드화에 의한 냉각소화,가수분해 반응에 의한 냉각소화,2,72,GPT-4o,300,47,0,65.28,37.22,0.48,134,1,135,중간,0.000345,2,True,2,"문제: 식용유 화재 시 제1종 분말소화약제를 이용하여 화재의 제어가 가능하다. 이때의 소화원리에 가장 가까운 것은?

선택지:
1. 촉매효과에 의한 질식소화
2. 비누화 반응에 의한 질식소화
3. 요오드화에 의한 냉각소화
4. 가수분해 반응에 의한 냉각소화

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
73,위험물기능사,2016,1,화재 예방과 소화방법,7,위험물을 취급함에 있어서 정전기를 유효하게 제거하기 위한 설비를 설치하고자 한다. 위험물안전관리법령상 공기 중의 상대 습도를 몇 % 이상 되게 하여야 하는가?,text_only,O,50,60,70,80,3,73,GPT-4o,300,48,0,65.75,37.69,0.47,105,1,106,중간,0.000273,3,True,3,"문제: 위험물을 취급함에 있어서 정전기를 유효하게 제거하기 위한 설비를 설치하고자 한다. 위험물안전관리법령상 공기 중의 상대 습도를 몇 % 이상 되게 하여야 하는가?

선택지:
1. 50
2. 60
3. 70
4. 80

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
74,위험물기능사,2002,3,화재 예방과 소화방법,2,다음 간이 소화용구가 아닌 것은?,text_only,O,탄산수소염류,팽창진주암,마른 모래,팽창질석,1,74,GPT-4o,300,49,0,66.22,38.15,0.46,78,1,79,중간,0.000205,1,True,1,"문제: 다음 간이 소화용구가 아닌 것은?

선택지:
1. 탄산수소염류
2. 팽창진주암
3. 마른 모래
4. 팽창질석

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
75,위험물기능사,2010,2,화재 예방과 소화방법,5,이동저장탱크에 알킬알루미늄을 저장하는 경우에 불활성기체를 봉입하는데 이때의 압력은 몇 kPa 이하이어야 하는가?,text_only,O,10,20,30,40,2,75,GPT-4o,300,50,0,66.67,38.87,0.73,98,1,99,중간,0.000255,2,True,2,"문제: 이동저장탱크에 알킬알루미늄을 저장하는 경우에 불활성기체를 봉입하는데 이때의 압력은 몇 kPa 이하이어야 하는가?

선택지:
1. 10
2. 20
3. 30
4. 40

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
76,위험물기능사,2002,3,위험물의 화학적 성질 및 취급,29,탄화칼슘의 성상에 관한 설명 중 틀린 것은?,text_only,,물보다 무겁다.,일반적으로 회백색의 고체이다.,물과 반응하여 가연성 가스를 발생하며 소석회로 된다.,"발생한 가연성 가스는 공기 보다 무겁고, 가압하면 폭발한다.",3,76,GPT-4o,300,50,0,65.79,39.39,0.52,115,1,116,중간,0.000298,4,False,4,"문제: 탄화칼슘의 성상에 관한 설명 중 틀린 것은?

선택지:
1. 물보다 무겁다.
2. 일반적으로 회백색의 고체이다.
3. 물과 반응하여 가연성 가스를 발생하며 소석회로 된다.
4. 발생한 가연성 가스는 공기 보다 무겁고, 가압하면 폭발한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
77,위험물기능사,2015,1,화재 예방과 소화방법,16,건조사와 같은 불연성 고체로 가연물을 덮는 것은 어떤 소화에 해당하는가?,text_only,,제거소화,질식소화,냉각소화,억제소화,2,77,GPT-4o,300,51,0,66.23,39.88,0.49,89,1,90,중간,0.000232,2,True,2,"문제: 건조사와 같은 불연성 고체로 가연물을 덮는 것은 어떤 소화에 해당하는가?

선택지:
1. 제거소화
2. 질식소화
3. 냉각소화
4. 억제소화

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
78,위험물기능사,2004,3,위험물의 화학적 성질 및 취급,24,다음 물질 중 요오드에틸시안은과 혼합되면 폭발성물질이 형성되어 폭발의 위험성이 있는 것은?,text_only,,질산수은[HgNO$_3$],질산바륨[Ba(NO$_3$)$_2$],질산암모늄[NH$_4$NO$_3$],질산은[AgNO$_3$],4,78,GPT-4o,300,52,0,66.67,40.31,0.43,130,1,131,중간,0.000335,4,True,4,"문제: 다음 물질 중 요오드에틸시안은과 혼합되면 폭발성물질이 형성되어 폭발의 위험성이 있는 것은?

선택지:
1. 질산수은[HgNO$_3$]
2. 질산바륨[Ba(NO$_3$)$_2$]
3. 질산암모늄[NH$_4$NO$_3$]
4. 질산은[AgNO$_3$]

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
79,위험물기능사,2006,3,위험물의 화학적 성질 및 취급,52,"다음 중 분자량이 약 220.19 , 발화점이 약 100℃ 이며, 이황화탄소, 질산에 녹지만 물, 염산, 황산에 용해되지 않는 위험물은?",text_only,,적린,오황화린,황린,삼황화린,4,79,GPT-4o,300,52,0,65.82,40.76,0.45,110,1,111,중간,0.000285,2,False,2,"문제: 다음 중 분자량이 약 220.19 , 발화점이 약 100℃ 이며, 이황화탄소, 질산에 녹지만 물, 염산, 황산에 용해되지 않는 위험물은?

선택지:
1. 적린
2. 오황화린
3. 황린
4. 삼황화린

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
80,위험물기능사,2013,1,화재 예방과 소화방법,14,위험물의 화재별 소화방법으로 옳지 않은 것은?,text_only,,황린 - 분무주수에 의한 냉각소화,인화칼슘 - 분무주수에 의한 냉각소화,톨루엔 - 포에 의한 질식소화,질산메틸 - 주수에 의한 냉각소화,2,80,GPT-4o,300,53,0,66.25,41.28,0.52,124,1,125,중간,0.00032,2,True,2,"문제: 위험물의 화재별 소화방법으로 옳지 않은 것은?

선택지:
1. 황린 - 분무주수에 의한 냉각소화
2. 인화칼슘 - 분무주수에 의한 냉각소화
3. 톨루엔 - 포에 의한 질식소화
4. 질산메틸 - 주수에 의한 냉각소화

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
81,위험물기능사,2011,2,화재 예방과 소화방법,4,제5류 위험물의 화재에 적응성이 없는 소화설비는?,text_only,O,옥외소화전설비,스프링클러설비,물분무소화설비,할로겐화합물소화설비,4,81,GPT-4o,300,53,0,65.43,41.92,0.63,98,1,99,중간,0.000255,3,False,3,"문제: 제5류 위험물의 화재에 적응성이 없는 소화설비는?

선택지:
1. 옥외소화전설비
2. 스프링클러설비
3. 물분무소화설비
4. 할로겐화합물소화설비

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
82,위험물기능사,2007,5,화재 예방과 소화방법,2,산ㆍ알칼리 소화기에 있어서 탄산수소나트륨과 황산의 반응 시 생성되는 물질을 모두 옳게 나타낸 것은?,text_only,,"황산나트륨, 탄산가스, 질소","황산나트륨, 탄산가스, 염소","황산나트륨, 탄산가스, 물","염화나트륨, 탄산가스, 물",3,82,GPT-4o,300,54,0,65.85,42.34,0.43,139,1,140,중간,0.000358,3,True,3,"문제: 산ㆍ알칼리 소화기에 있어서 탄산수소나트륨과 황산의 반응 시 생성되는 물질을 모두 옳게 나타낸 것은?

선택지:
1. 황산나트륨, 탄산가스, 질소
2. 황산나트륨, 탄산가스, 염소
3. 황산나트륨, 탄산가스, 물
4. 염화나트륨, 탄산가스, 물

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
83,위험물기능사,2008,4,화재 예방과 소화방법,13,다음 중 소화기의 사용방법으로 잘못된 것은?,text_only,,적응화재에 따라 사용할 것,성능에 따라 방출거리 내에서 사용할 것,바람을 마주보며 소화할 것,양옆으로 바로 쓸 듯이 방사할 것,3,83,GPT-4o,300,55,0,66.27,42.79,0.45,102,1,103,중간,0.000265,3,True,3,"문제: 다음 중 소화기의 사용방법으로 잘못된 것은?

선택지:
1. 적응화재에 따라 사용할 것
2. 성능에 따라 방출거리 내에서 사용할 것
3. 바람을 마주보며 소화할 것
4. 양옆으로 바로 쓸 듯이 방사할 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
84,위험물기능사,2002,2,위험물의 화학적 성질 및 취급,35,다음 금속분 중 지정수량이 다른 물질은?,text_only,O,Al분,Zn분,Fe분,Sb분,3,84,GPT-4o,300,55,0,65.48,43.48,0.68,68,1,69,중간,0.00018,4,False,4,"문제: 다음 금속분 중 지정수량이 다른 물질은?

선택지:
1. Al분
2. Zn분
3. Fe분
4. Sb분

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
85,위험물기능사,2001,4,위험물의 화학적 성질 및 취급,35,소방법상 농황산이란 비중 얼마이상을 말하나?,text_only,O,1.49,1.82,1.92,2,2,85,GPT-4o,300,55,0,64.71,44.02,0.54,77,1,78,중간,0.000202,3,False,3,"문제: 소방법상 농황산이란 비중 얼마이상을 말하나?

선택지:
1. 1.49
2. 1.82
3. 1.92
4. 2

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
86,위험물기능사,2010,1,화재 예방과 소화방법,9,착화온도가 낮아지는 경우가 아닌 것은?,text_only,,압력이 높을 때,습도가 높을 때,발열량이 클 때,산소와 친화력이 좋을 때,2,86,GPT-4o,300,55,0,63.95,44.52,0.51,84,1,85,중간,0.00022,3,False,3,"문제: 착화온도가 낮아지는 경우가 아닌 것은?

선택지:
1. 압력이 높을 때
2. 습도가 높을 때
3. 발열량이 클 때
4. 산소와 친화력이 좋을 때

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
87,위험물기능사,2011,2,위험물의 화학적 성질 및 취급,59,물과 반응하여 수소를 발생하는 물질로 불꽃 반응 시 노란색을 나타내는 것은?,text_only,,칼륨.,과산화칼륨,과산화나트륨,나트륨,4,87,GPT-4o,300,56,0,64.37,45.01,0.49,94,1,95,중간,0.000245,4,True,4,"문제: 물과 반응하여 수소를 발생하는 물질로 불꽃 반응 시 노란색을 나타내는 것은?

선택지:
1. 칼륨.
2. 과산화칼륨
3. 과산화나트륨
4. 나트륨

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
88,위험물기능사,2010,2,화재 예방과 소화방법,20,옥외탱크저장소의 제4류 위험물의 저장탱크에 설치하는 통기관에 관한 설명으로 틀린 것은?,text_only,O,제4류 위험물을 저장하는 압력탱크 외의 탱크에는 밸브 없는 통기관 또는 대기밸브부착 통기관을 설치하여야 한다.,"밸브 없는 통기관은 직경을 30mm 미만으로 하고, 선단은 수평면보다 45도 이상 구부려 빗물 등의 침투를 막는 구조로 한다.",인화점 70℃ 이상의 위험물만을 해당 위험물의 인화점 미만의 온도로 저장 또는 취급하는 탱크에 설치하는 통기관에는 인화방지장치를 설치하지 않아도 된다.,옥외저장탱크 중 압력탱크란 탱크의 최대상용압력이 부압 또는 정압 5kPa을 초과하는 탱크를 말한다.,2,88,GPT-4o,300,57,0,64.77,45.48,0.47,254,1,255,중간,0.000645,2,True,2,"문제: 옥외탱크저장소의 제4류 위험물의 저장탱크에 설치하는 통기관에 관한 설명으로 틀린 것은?

선택지:
1. 제4류 위험물을 저장하는 압력탱크 외의 탱크에는 밸브 없는 통기관 또는 대기밸브부착 통기관을 설치하여야 한다.
2. 밸브 없는 통기관은 직경을 30mm 미만으로 하고, 선단은 수평면보다 45도 이상 구부려 빗물 등의 침투를 막는 구조로 한다.
3. 인화점 70℃ 이상의 위험물만을 해당 위험물의 인화점 미만의 온도로 저장 또는 취급하는 탱크에 설치하는 통기관에는 인화방지장치를 설치하지 않아도 된다.
4. 옥외저장탱크 중 압력탱크란 탱크의 최대상용압력이 부압 또는 정압 5kPa을 초과하는 탱크를 말한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
89,위험물기능사,2006,3,위험물의 화학적 성질 및 취급,41,H$_2$O$_2$에 대한 설명 중 틀린 것은?,text_only,,유기 과산화물이다.,5% 이상이면 위험물로 취급된다.,"표백제, 소독제로 쓰인다.",구멍 뚫린 마개를 사용하여 보관한다.,2,89,GPT-4o,300,57,0,64.04,46.01,0.53,105,1,106,중간,0.000273,1,False,1,"문제: H$_2$O$_2$에 대한 설명 중 틀린 것은?

선택지:
1. 유기 과산화물이다.
2. 5% 이상이면 위험물로 취급된다.
3. 표백제, 소독제로 쓰인다.
4. 구멍 뚫린 마개를 사용하여 보관한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
90,위험물기능사,2012,1,위험물의 화학적 성질 및 취급,22,위험물안전관리법령에 따라 제조소등의 관계인이 예방규정을 정하여야 하는 제조소등에 해당하지 않는 것은?,text_only,O,지정수량의 200배 이상의 위험물을 저장하는 옥외 탱크 저장소,지정수량의 10배 이상의 위험물을 취급하는 제조소,암반탱크저장소,지하탱크저장소,4,90,GPT-4o,300,57,0,63.33,46.56,0.55,128,1,129,중간,0.00033,3,False,3,"문제: 위험물안전관리법령에 따라 제조소등의 관계인이 예방규정을 정하여야 하는 제조소등에 해당하지 않는 것은?

선택지:
1. 지정수량의 200배 이상의 위험물을 저장하는 옥외 탱크 저장소
2. 지정수량의 10배 이상의 위험물을 취급하는 제조소
3. 암반탱크저장소
4. 지하탱크저장소

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
91,위험물기능사,2015,4,위험물의 화학적 성질 및 취급,29,과산화나트륨에 대한 설명 중 틀린 것은,text_only,,순수한 것은 백색이다.,상온에서 물과 반응하여 수소 가스를 발생한다.,화재 발생시 주수소화는 위험할 수 있다.,CO 및 CO$_2$ 제거제를 제조할 때 사용된다.,2,91,GPT-4o,300,58,0,63.74,47.07,0.51,109,1,110,중간,0.000283,2,True,2,"문제: 과산화나트륨에 대한 설명 중 틀린 것은

선택지:
1. 순수한 것은 백색이다.
2. 상온에서 물과 반응하여 수소 가스를 발생한다.
3. 화재 발생시 주수소화는 위험할 수 있다.
4. CO 및 CO$_2$ 제거제를 제조할 때 사용된다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
92,위험물기능사,2007,1,위험물의 화학적 성질 및 취급,49,금속나트륨의 저장 방법으로 옳은 것은?,text_only,,물속에 저장한다.,등유 속에 넣어 저장한다.,모래 속에 넣어 저장한다.,나무 상자 속에 넣어 저장한다.,2,92,GPT-4o,300,59,0,64.13,47.49,0.42,92,1,93,중간,0.00024,2,True,2,"문제: 금속나트륨의 저장 방법으로 옳은 것은?

선택지:
1. 물속에 저장한다.
2. 등유 속에 넣어 저장한다.
3. 모래 속에 넣어 저장한다.
4. 나무 상자 속에 넣어 저장한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
93,위험물기능사,2001,2,화재 예방과 소화방법,5,니트로 화합물을 금속염으로 만들 때 폭발성이 있는 것은?,text_only,,HNO$_3$,C$_2$H$_5$NO$_3$,C$_6$H$_2$(NO$_2$)$_3$.OH,C$_3$H$_7$NO$_3$,3,93,GPT-4o,300,60,0,64.52,48.28,0.79,107,1,108,중간,0.000278,3,True,3,"문제: 니트로 화합물을 금속염으로 만들 때 폭발성이 있는 것은?

선택지:
1. HNO$_3$
2. C$_2$H$_5$NO$_3$
3. C$_6$H$_2$(NO$_2$)$_3$.OH
4. C$_3$H$_7$NO$_3$

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
94,위험물기능사,2012,5,화재 예방과 소화방법,16,다음 중 발화점이 낮아지는 경우는?,text_only,,화학적 활성도가 낮을 때,발열량이 클 때,산소와 친화력이 나쁠 때,CO$_2$ 와 친화력이 높을 때,2,94,GPT-4o,300,61,0,64.89,48.8,0.52,93,1,94,중간,0.000243,2,True,2,"문제: 다음 중 발화점이 낮아지는 경우는?

선택지:
1. 화학적 활성도가 낮을 때
2. 발열량이 클 때
3. 산소와 친화력이 나쁠 때
4. CO$_2$ 와 친화력이 높을 때

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
95,위험물기능사,2004,1,위험물의 화학적 성질 및 취급,45,유기과산화물인 MEKPO의 지정수량은?,text_only,O,10kg,50kg,600kg,1000kg,1,95,GPT-4o,300,62,0,65.26,49.28,0.48,75,1,76,중간,0.000198,1,True,1,"문제: 유기과산화물인 MEKPO의 지정수량은?

선택지:
1. 10kg
2. 50kg
3. 600kg
4. 1000kg

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
96,위험물기능사,2012,5,위험물의 화학적 성질 및 취급,58,다음 중 무색투명한 휘발성 액체로서 물에 녹지 않고 물보다 무거워서 물 속에 보관하는 위험물은?,text_only,,경유,황린,유황,이황화탄소,4,96,GPT-4o,300,63,0,65.62,49.67,0.4,94,1,95,중간,0.000245,4,True,4,"문제: 다음 중 무색투명한 휘발성 액체로서 물에 녹지 않고 물보다 무거워서 물 속에 보관하는 위험물은?

선택지:
1. 경유
2. 황린
3. 유황
4. 이황화탄소

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
97,위험물기능사,2014,1,화재 예방과 소화방법,3,전기화재의 급수와 표시색상을 옳게 나타낸 것은?,text_only,O,C급 - 백색,D급 - 백색,C급 - 청색,D급 - 청색,3,97,GPT-4o,300,64,0,65.98,50.39,0.72,84,1,85,중간,0.00022,3,True,3,"문제: 전기화재의 급수와 표시색상을 옳게 나타낸 것은?

선택지:
1. C급 - 백색
2. D급 - 백색
3. C급 - 청색
4. D급 - 청색

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
98,위험물기능사,2016,1,화재 예방과 소화방법,6,다음 중 연소의 3요소를 모두 갖춘 것은?,text_only,,휘발유 + 공기 + 수소,적린 + 수소 + 성냥불,성냥불 + 황 + 염소산암모늄,알코올 + 수소 + 염소산암모늄,3,98,GPT-4o,300,64,0,65.31,50.97,0.58,109,1,110,중간,0.000283,2,False,2,"문제: 다음 중 연소의 3요소를 모두 갖춘 것은?

선택지:
1. 휘발유 + 공기 + 수소
2. 적린 + 수소 + 성냥불
3. 성냥불 + 황 + 염소산암모늄
4. 알코올 + 수소 + 염소산암모늄

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
99,위험물기능사,2005,4,화재 예방과 소화방법,1,제조소 등의 소요단위 산정 시 위험물은 지정수량의 몇 배를 소요 단위로 하는가?,text_only,O,5배,10배,20배,50배,2,99,GPT-4o,300,65,0,65.66,51.43,0.46,86,1,87,중간,0.000225,2,True,2,"문제: 제조소 등의 소요단위 산정 시 위험물은 지정수량의 몇 배를 소요 단위로 하는가?

선택지:
1. 5배
2. 10배
3. 20배
4. 50배

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
100,위험물기능사,2008,4,위험물의 화학적 성질 및 취급,49,염소산칼륨의 물리ㆍ화학적 위험성에 관한 설명으로 옳은 것은?,text_only,,가연성 물질로 상온에서도 단독으로 연소한다.,강력한 환원제로 다른 물질을 환원시킨다.,열에 의해 분해되어 수소를 발생시킨다.,유기물과 접촉 시 충격이나 열을 가하면 연소 또는 폭발의 위험이 있다.,4,100,GPT-4o,300,66,0,66.0,51.87,0.44,137,1,138,중간,0.000353,4,True,4,"문제: 염소산칼륨의 물리ㆍ화학적 위험성에 관한 설명으로 옳은 것은?

선택지:
1. 가연성 물질로 상온에서도 단독으로 연소한다.
2. 강력한 환원제로 다른 물질을 환원시킨다.
3. 열에 의해 분해되어 수소를 발생시킨다.
4. 유기물과 접촉 시 충격이나 열을 가하면 연소 또는 폭발의 위험이 있다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
101,위험물기능사,2012,1,위험물의 화학적 성질 및 취급,43,물과 접촉하면 위험성이 증가하므로 주수소화를 할 수 없는 물질은?,text_only,,KClO$_3$,NaNO$_3$,Na$_2$O$_2$,(C$_6$H$_5$CO)$_2$O$_2$,3,101,GPT-4o,300,67,0,66.34,52.61,0.74,100,1,101,중간,0.00026,3,True,3,"문제: 물과 접촉하면 위험성이 증가하므로 주수소화를 할 수 없는 물질은?

선택지:
1. KClO$_3$
2. NaNO$_3$
3. Na$_2$O$_2$
4. (C$_6$H$_5$CO)$_2$O$_2$

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
102,위험물기능사,2011,2,위험물의 화학적 성질 및 취급,37,"위험물 '과염소산, 과산화수소, 질산' 중 비중이 물보다 큰 것은 모두 몇 개인가?",text_only,,0,1,2,3,4,102,GPT-4o,300,67,0,65.69,53.12,0.51,84,1,85,중간,0.00022,3,False,3,"문제: 위험물 '과염소산, 과산화수소, 질산' 중 비중이 물보다 큰 것은 모두 몇 개인가?

선택지:
1. 0
2. 1
3. 2
4. 3

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
103,위험물기능사,2003,1,화재 예방과 소화방법,4,드라이캐미컬 (Dry chemical) 을 소화제로 쓸 수 있는 공통 성질은?,text_only,,열분해하면 가스가 발생하여 질식소화를 한다.,열분해하면 흡열 반응을 일으켜 냉각소화를 한다.,고체 용융층이 불꽃심을 덮어 씌운다.,공기중의습기를 다량 흡수하여 주수 소화효과를 낸다,1,103,GPT-4o,300,67,0,65.05,53.64,0.52,141,1,142,중간,0.000362,3,False,3,"문제: 드라이캐미컬 (Dry chemical) 을 소화제로 쓸 수 있는 공통 성질은?

선택지:
1. 열분해하면 가스가 발생하여 질식소화를 한다.
2. 열분해하면 흡열 반응을 일으켜 냉각소화를 한다.
3. 고체 용융층이 불꽃심을 덮어 씌운다.
4. 공기중의습기를 다량 흡수하여 주수 소화효과를 낸다

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
104,위험물기능사,2009,2,위험물의 화학적 성질 및 취급,33,트리니트로페놀의 성상 및 위험성에 관한 설명 중 옳은 것은?,text_only,,운반 시 에탄올을 첨가하면 안전하다.,강한 쓴맛이 있고 공업용은 휘황색의 침상결정이다.,폭발성 물질이므로 철로 만든 용기에 저장한다.,"물, 아세톤, 벤젠 등에는 녹지 않는다.",2,104,GPT-4o,300,68,0,65.38,54.13,0.49,131,1,132,중간,0.000338,2,True,2,"문제: 트리니트로페놀의 성상 및 위험성에 관한 설명 중 옳은 것은?

선택지:
1. 운반 시 에탄올을 첨가하면 안전하다.
2. 강한 쓴맛이 있고 공업용은 휘황색의 침상결정이다.
3. 폭발성 물질이므로 철로 만든 용기에 저장한다.
4. 물, 아세톤, 벤젠 등에는 녹지 않는다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
105,위험물기능사,2005,1,위험물의 화학적 성질 및 취급,39,산화성고체 위험물의 취급 방법이 잘못된 것은?,text_only,,습윤시켜서 저장한다.,용기는 밀폐하여 보관한다.,가연물과의 접촉을 피한다.,환기가 잘 되는 곳에 저장한다.,1,105,GPT-4o,300,69,0,65.71,54.72,0.59,97,1,98,중간,0.000253,1,True,1,"문제: 산화성고체 위험물의 취급 방법이 잘못된 것은?

선택지:
1. 습윤시켜서 저장한다.
2. 용기는 밀폐하여 보관한다.
3. 가연물과의 접촉을 피한다.
4. 환기가 잘 되는 곳에 저장한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
106,위험물기능사,2005,1,위험물의 화학적 성질 및 취급,56,이동탱크저장소의 탱크 내부의 칸막이는 용량 얼마마다 설치하여야 하는가?,text_only,O,1000L,2000L,3000L,4000L,4,106,GPT-4o,300,69,0,65.09,55.2,0.49,89,1,90,중간,0.000232,2,False,2,"문제: 이동탱크저장소의 탱크 내부의 칸막이는 용량 얼마마다 설치하여야 하는가?

선택지:
1. 1000L
2. 2000L
3. 3000L
4. 4000L

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
107,위험물기능사,2010,2,위험물의 화학적 성질 및 취급,22,"다음 중 에틸렌글리콜과 혼재할 수 없는 위험물은? (단, 지정수량의 10배일 경우이다.)",text_only,O,유황,과망간산나트륨,알루미늄분,트리니트로블루엔,2,107,GPT-4o,300,70,0,65.42,55.8,0.6,103,1,104,중간,0.000267,2,True,2,"문제: 다음 중 에틸렌글리콜과 혼재할 수 없는 위험물은? (단, 지정수량의 10배일 경우이다.)

선택지:
1. 유황
2. 과망간산나트륨
3. 알루미늄분
4. 트리니트로블루엔

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
108,위험물기능사,2015,2,위험물의 화학적 성질 및 취급,34,"위험물안전관리법령에서 정한 메틸알코올의 지정수량을 Kg 단위로 환산하면 얼마인가? (단, 메틸알코올의 비중은 0.8이다.)",text_only,O,200,320,400,450,2,108,GPT-4o,300,71,0,65.74,56.25,0.45,104,1,105,중간,0.00027,2,True,2,"문제: 위험물안전관리법령에서 정한 메틸알코올의 지정수량을 Kg 단위로 환산하면 얼마인가? (단, 메틸알코올의 비중은 0.8이다.)

선택지:
1. 200
2. 320
3. 400
4. 450

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
109,위험물기능사,2005,3,화재 예방과 소화방법,18,다음 중 소화약제가 아닌 것은?,text_only,,CF$_2$ClBr,CHF$_2$Br$_4$,CF$_3$Br,C$_2$F$_4$Br$_2$,2,109,GPT-4o,300,72,0,66.06,56.67,0.42,84,1,85,중간,0.00022,2,True,2,"문제: 다음 중 소화약제가 아닌 것은?

선택지:
1. CF$_2$ClBr
2. CHF$_2$Br$_4$
3. CF$_3$Br
4. C$_2$F$_4$Br$_2$

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
110,위험물기능사,2001,2,위험물의 화학적 성질 및 취급,27,피부에 닿아서 심한 상처를 주는 것은?,text_only,,에테르,사염화탄소,3% 과산화수소,브롬,4,110,GPT-4o,300,73,0,66.36,57.35,0.68,79,1,80,중간,0.000208,4,True,4,"문제: 피부에 닿아서 심한 상처를 주는 것은?

선택지:
1. 에테르
2. 사염화탄소
3. 3% 과산화수소
4. 브롬

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
